label,youtube_id,time_start,time_end,split
barbequing,hBvYu8rKfXk,0,10,validate
spray painting,hC-qjMRuOZU,96,106,validate
tango dancing,hC7lESvyJt8,82,92,validate
throwing discus,hCDo44TStFg,1,11,validate
arm wrestling,hCYbz9lZjqA,198,208,validate
arm wrestling,hCZlftwQj-4,18,28,validate
stomping grapes,hDZxaXqpzqg,55,65,validate
playing accordion,hDeDDXismDU,6,16,validate
somersaulting,hE2jWPLQU0E,0,10,validate
making a sandwich,hEFiwbNDd4g,47,57,validate
plastering,hESoFzrDhSA,418,428,validate
changing oil,hEzGdS9nP5Y,73,83,validate
applying cream,hFRHDsPC8EE,32,42,validate
throwing ball,hFS8u9WFhIg,4,14,validate
somersaulting,hFYg1xqG5yk,154,164,validate
contact juggling,hFafcjA_p7E,62,72,validate
eating carrots,hFu5vO96uuA,20,30,validate
peeling apples,hGlOylElIZ8,24,34,validate
bending metal,hHUtx0Tj2Pc,49,59,validate
driving tractor,hHpyOHKgp9U,80,90,validate
eating hotdog,hHu72s7fICk,37,47,validate
passing American football (not in game),hI-2cTxh89w,0,10,validate
sneezing,hI5poy3ZxR4,19,29,validate
archery,hIgj5icZe7M,133,143,validate
tango dancing,hJ2SPDIZH3U,59,69,validate
playing drums,hJXBf1fs8rM,14,24,validate
dining,hJXrZWeX8Xg,134,144,validate
shearing sheep,hJj73wq_dMA,215,225,validate
barbequing,hJoIok6KhSw,554,564,validate
massaging feet,hJyYLvJ1gkY,479,489,validate
cleaning toilet,hKMh4a1ppPM,103,113,validate
filling eyebrows,hKMt8sgFrDg,83,93,validate
playing trumpet,hKcSZfv9gms,1,11,validate
playing clarinet,hKcmTwOQKa8,135,145,validate
hurdling,hKdVTLOym0U,75,85,validate
tossing coin,hLOrIDnHr10,4,14,validate
barbequing,hLXQBt_pJd4,52,62,validate
texting,hLcwAwn1DLk,70,80,validate
golf chipping,hMV1Bhmxrsc,3,13,validate
brushing teeth,hMmmJgtDcmc,178,188,validate
building cabinet,hMu1AqRYMG8,41,51,validate
garbage collecting,hNT-IYPLR8E,29,39,validate
cutting nails,hNW9qKAoOn0,68,78,validate
playing drums,hNZJPQFGHWY,50,60,validate
blowing nose,hOL-vgb3wpc,4,14,validate
stretching leg,hON5JSPRYGw,23,33,validate
passing American football (in game),hORZWmhCk3c,4,14,validate
playing accordion,hOSWyMZvWec,70,80,validate
cleaning windows,hOi94VafL3M,40,50,validate
water sliding,hPFWOKIaPbY,107,117,validate
crawling baby,hPKSC84ayLs,171,181,validate
reading book,hPnRaC9MPKI,157,167,validate
playing controller,hQ3kPL2pTAs,512,522,validate
riding a bike,hR--iDJcjgU,69,79,validate
headbutting,hR6iX4vu7QI,1,11,validate
chopping wood,hRFs2Or0QoE,72,82,validate
whistling,hRa4hhmx8EA,55,65,validate
swimming butterfly stroke,hRaB1YA03W8,31,41,validate
tapping guitar,hRb_GgQKN2Y,74,84,validate
belly dancing,hRisIK4NSds,96,106,validate
blowing leaves,hRna4_5yMYw,135,145,validate
playing harmonica,hS0JeJFurbs,4,14,validate
cleaning toilet,hS1xK1DFPn8,1,11,validate
watering plants,hSGR05xCpL0,77,87,validate
cleaning pool,hSZ9UTbrTxw,5,15,validate
throwing axe,hT0coFf9ISo,3,13,validate
garbage collecting,hUUilZ6oEm8,58,68,validate
skiing (not slalom or crosscountry),hUZNKV9XwOw,5,15,validate
climbing tree,hV92vofvyak,0,10,validate
making sushi,hVLUOocKcVI,4,14,validate
kicking soccer ball,hVqquWqEEZg,4,14,validate
playing saxophone,hVrvXFrYU6I,4,14,validate
catching or throwing baseball,hVwWw6YQmfE,110,120,validate
hopscotch,hW8BjtHw8OI,16,26,validate
juggling balls,hWn5R3BQBys,20,30,validate
swinging legs,hX-k4OKV7Bo,48,58,validate
abseiling,hXtsZAaZ3yc,44,54,validate
beatboxing,hXztequDRPo,183,193,validate
curling hair,hY49HLtaPfE,76,86,validate
beatboxing,hY7VHetxSYk,3,13,validate
tossing salad,hYFS0n2MP8k,285,295,validate
skateboarding,hYK_Jcr-N-o,64,74,validate
answering questions,hYQlrWPJY3U,2,12,validate
eating burger,hYtD1I4oJfU,32,42,validate
salsa dancing,hYyDrHnebIg,54,64,validate
walking the dog,hZ34EcXYuIU,2,12,validate
yawning,hZ89XwuXC6s,3,13,validate
water skiing,hZC-dA4topU,3,13,validate
digging,hZIYhZiVlTU,32,42,validate
shredding paper,hZSbT-C8Ueo,15,25,validate
spraying,hZX2nE33AGA,78,88,validate
folding clothes,hZeKM4567L8,48,58,validate
cutting nails,hZet6el-pt4,24,34,validate
knitting,hZgTw-etUUM,96,106,validate
hitting baseball,h_3LqD2Pl-E,0,10,validate
cleaning shoes,h_gXD0kdmXM,32,42,validate
punching bag,ha6Kc7_j5xk,151,161,validate
ironing,haIryGuMatc,47,57,validate
tapping pen,haXLj3W0Qlc,89,99,validate
air drumming,hasHFfny_X0,8,18,validate
juggling soccer ball,hb4DloiThO8,74,84,validate
brush painting,hbRiMPEtT0w,1233,1243,validate
flying kite,hbTbBj07yUY,12,22,validate
swimming butterfly stroke,hbUnMX3E2zI,18,28,validate
snowmobiling,hc3onj9ekI0,6,16,validate
eating spaghetti,hc4CESwKGXY,0,10,validate
drop kicking,hcERxtbIobo,4,14,validate
air drumming,hcM3tCmCADE,19,29,validate
krumping,hclUocr-2F4,80,90,validate
parasailing,hcnGpmpSFBQ,12,22,validate
playing ice hockey,hd4T86WDKYE,18,28,validate
playing basketball,hd7dxyjovCY,31,41,validate
hockey stop,hd8jvkRONkU,6,16,validate
hoverboarding,hdV3dlsaR8s,18,28,validate
planting trees,hd_su1b_oIo,111,121,validate
cleaning toilet,hda7-JaJ9a8,5,15,validate
playing poker,hdw4u7D5aIw,19,29,validate
moving furniture,heNARpg9oAg,69,79,validate
changing wheel,heqstB6k4r0,74,84,validate
shaving legs,hesqM3bnFQI,59,69,validate
sticking tongue out,hewmqXfuyS4,0,10,validate
taking a shower,hfEl-0efOAU,0,10,validate
shaving legs,hfQUqw3FNfI,402,412,validate
eating spaghetti,hfRKTH9pOMA,56,66,validate
filling eyebrows,hfaihsYylPY,106,116,validate
stomping grapes,hg5RjqVrLOY,56,66,validate
stretching arm,hgJqQBBTDRs,300,310,validate
beatboxing,hgZfdMsARZk,9,19,validate
skiing crosscountry,hguCdsO7IW4,245,255,validate
bench pressing,hh07FAbHKdw,72,82,validate
playing cymbals,hh7Exd_O43A,72,82,validate
knitting,hhCnaw15WIQ,875,885,validate
eating spaghetti,hhGK6ncNaIE,377,387,validate
zumba,hhUoOAyFy38,8,18,validate
using computer,hhf6rX0h-y0,336,346,validate
doing nails,hiDtWWoVMbo,291,301,validate
barbequing,hiaaSx0Yx0o,287,297,validate
dancing ballet,hicm7Q7lZlc,65,75,validate
shearing sheep,hiu7ca8tAg0,92,102,validate
bungee jumping,hiwHaCxf89I,221,231,validate
trapezing,hj2Vj5ydSu4,8,18,validate
eating burger,hj3kd-zWTCg,33,43,validate
applauding,hjKnYwZaVX4,5,15,validate
situp,hjr3bdMONXE,1,11,validate
waxing eyebrows,hjzI8c63hVo,11,21,validate
javelin throw,hk348ebucyI,32,42,validate
riding or walking with horse,hkLWjpndOoQ,18,28,validate
bowling,hkMdWMBp8RA,3,13,validate
juggling fire,hkoAdY1ZzDU,4,14,validate
using computer,hkw9UpoDnVQ,61,71,validate
playing volleyball,hkxsxyp036k,103,113,validate
faceplanting,hlUDq3QKZo8,12,22,validate
punching person (boxing),hmXNRnf2gwk,192,202,validate
bookbinding,hmoPcSFBYPY,222,232,validate
tango dancing,hmooxvQM1TE,92,102,validate
kitesurfing,hmtZgPv2jng,177,187,validate
playing trumpet,hmzR04qjaz8,8,18,validate
shaking hands,hnfqti6NLpA,4,14,validate
somersaulting,ho1EG54BVXM,3,13,validate
counting money,hoCC5-mw9xw,29,39,validate
swinging on something,hoEPeeBg7G0,98,108,validate
windsurfing,hofgD_7iAPs,69,79,validate
eating cake,hp59AgbbORA,21,31,validate
throwing discus,hp7I9ayxPs4,4,14,validate
throwing discus,hpTwF6nTY3o,9,19,validate
squat,hpt1Jld13QE,30,40,validate
juggling fire,hpwUsBa0VSU,325,335,validate
slacklining,hqDkZeUn1Mg,43,53,validate
reading newspaper,hqNe549GJwI,1340,1350,validate
strumming guitar,hqTsAZjbDIU,425,435,validate
playing harmonica,hqfHv1N1lBg,166,176,validate
situp,hrO4O7beQyk,10,20,validate
brush painting,hrTkJaU2ouE,455,465,validate
tap dancing,hrXPvtDU_VQ,137,147,validate
taking a shower,hra94OJmIlM,45,55,validate
climbing tree,hra9OeEOabg,4,14,validate
motorcycling,hrbLeE0DyjA,365,375,validate
jogging,hrquMfA8ToQ,6,16,validate
rock climbing,hs32q9qwgpg,38,48,validate
bungee jumping,hs4mrpXlYow,54,64,validate
tossing salad,hsOwBNDmcn8,301,311,validate
diving cliff,hsdiBkzJWuY,2,12,validate
throwing discus,hseVr8WcD-k,2,12,validate
frying vegetables,hska3TcUtFA,243,253,validate
drawing,htyC7J5LWSI,27,37,validate
plastering,hu2vaCTiNA0,293,303,validate
surfing water,huD7LQBrg2k,57,67,validate
celebrating,huW5XgisWWo,4,14,validate
riding mule,hueoQwaaOJ4,0,10,validate
hammer throw,hurtYg-EvGE,2,12,validate
tying tie,hvSrk8GIO-E,113,123,validate
parkour,hvXq6zjr0vg,93,103,validate
reading newspaper,hvdAZq0pa_g,63,73,validate
taking a shower,hw77w4xLZa4,0,10,validate
feeding fish,hwbMRZ7hi88,0,10,validate
water sliding,hwleAzXj-4k,6,16,validate
skiing slalom,hx-AbPBIrFE,39,49,validate
breakdancing,hxHJqkFDSVE,53,63,validate
throwing axe,hx_2q_ILXhU,0,10,validate
sniffing,hx_zCVNh4aM,35,45,validate
golf chipping,hxxWrRVcwtY,4,14,validate
stomping grapes,hy7xI8-xSOE,31,41,validate
cleaning pool,hyKy_FhCFIE,18,28,validate
bending metal,hyW8-NU4-lc,29,39,validate
washing dishes,hyhGDfsEDr8,46,56,validate
ice skating,hykmtqoMUHU,6,16,validate
eating hotdog,hyt69aadDDU,120,130,validate
hitting baseball,hz-SpF35_BE,111,121,validate
skiing crosscountry,hzKZHuAUG9E,278,288,validate
yawning,hzwQUnu7Gx8,4,14,validate
finger snapping,i-MlHUUx_j0,0,10,validate
kicking soccer ball,i-a3V8NxfWQ,8,18,validate
juggling soccer ball,i-rh2hto-RQ,178,188,validate
riding scooter,i-x7HNy9uMQ,0,10,validate
dining,i01DTEL_NOg,20,30,validate
eating ice cream,i0HTxovmJoU,4,14,validate
decorating the christmas tree,i0KHMuugfV0,0,10,validate
dunking basketball,i0O61_ndoWo,2,12,validate
vault,i0VUxsBAq8w,13,23,validate
playing controller,i0jX_kNLqGg,11,21,validate
playing flute,i19QMf2wtLs,28,38,validate
tying tie,i1PcVAXtby0,234,244,validate
playing xylophone,i2AJ5SAqzCE,193,203,validate
drop kicking,i2F6HrZKo34,0,10,validate
rock scissors paper,i2QB90R48RU,205,215,validate
playing kickball,i3fA1eq8Da0,14,24,validate
eating spaghetti,i4X_rD_4gUo,657,667,validate
brushing hair,i4ddhWXmitw,1,11,validate
getting a haircut,i4diTKb0yQU,77,87,validate
blowing glass,i4qFc-2RU18,55,65,validate
applauding,i4ssdweKkZY,0,10,validate
eating carrots,i59Klm1derQ,3,13,validate
robot dancing,i60EjAFM5vk,53,63,validate
laying bricks,i653QnglUes,190,200,validate
picking fruit,i6AYfF2YG6I,10,20,validate
shaving head,i6_linbrebs,74,84,validate
playing trombone,i8EjlDXghpw,0,10,validate
riding mechanical bull,i8d4Z-FxkrY,22,32,validate
planting trees,i8zHxGXQzok,267,277,validate
trapezing,i9U41IZcUno,25,35,validate
snowmobiling,i9vb4CFAbgk,38,48,validate
hula hooping,iANH8I5zFe0,9,19,validate
knitting,iAPZg4ykFOY,138,148,validate
spinning poi,iA_e4FU2cLo,0,10,validate
riding elephant,iAdBnKGicYo,71,81,validate
fixing hair,iAis9rlUHK0,102,112,validate
whistling,iBD-GACpgWc,131,141,validate
tango dancing,iBSPgEW4mLU,44,54,validate
skiing crosscountry,iBVnffRj580,25,35,validate
catching or throwing baseball,iBZGwIW3LEo,2,12,validate
cooking egg,iBq15XhuPjE,31,41,validate
sanding floor,iBzfQftSZDY,51,61,validate
canoeing or kayaking,iC8LsUzmPbc,134,144,validate
ripping paper,iCIFDPQqA1c,0,10,validate
tasting food,iCSYt4HWWI8,241,251,validate
air drumming,iCT8VHCVRSc,21,31,validate
opening present,iCa9879he4M,0,10,validate
dodgeball,iCdzR1VzslE,11,21,validate
jumping into pool,iCoJ1O-ZaWQ,15,25,validate
folding napkins,iCtT6ZadoOM,52,62,validate
bungee jumping,iDLxOwx-ZpE,2,12,validate
swimming breast stroke,iDj25an_tRY,0,10,validate
unboxing,iE1c5S_c5wY,13,23,validate
hurling (sport),iEBq_VR_JSE,3800,3810,validate
extinguishing fire,iEF8R8YCXWg,4,14,validate
cleaning pool,iEW30fpVjOw,125,135,validate
making pizza,iEg1te0LBM0,63,73,validate
clapping,iEkCkGuoUnk,27,37,validate
news anchoring,iEyTuX17CsQ,34,44,validate
making pizza,iFBtAln1DWo,259,269,validate
unloading truck,iFT6_KoDIXc,12,22,validate
gargling,iFXQtAvuatU,347,357,validate
playing cymbals,iG3KubTRQc0,37,47,validate
exercising arm,iG5Aod58qPs,4,14,validate
washing hands,iGZKYyWM7A8,65,75,validate
drinking beer,iGa3N3-g6QQ,3,13,validate
jogging,iGgyhAIXgFs,26,36,validate
yawning,iGn7dk9hxN8,4,14,validate
tying knot (not on a tie),iGwnXEms354,5,15,validate
climbing a rope,iHCDVkibqGY,21,31,validate
yawning,iHgAmPWZQU0,20,30,validate
catching or throwing softball,iHto-rgy07o,9,19,validate
tasting food,iI9ABLbsySQ,96,106,validate
frying vegetables,iIDjeIm7vP4,134,144,validate
making a cake,iIRkOTmg4lw,195,205,validate
biking through snow,iIfpc4EILS0,424,434,validate
playing paintball,iJ4L1PeBSsM,14,24,validate
shining shoes,iJ9O_CjO3t8,58,68,validate
tobogganing,iJiFQjpqgAE,71,81,validate
wrestling,iJybVigAu6Q,195,205,validate
cleaning windows,iK8mDpUWZb4,81,91,validate
using remote controller (not gaming),iKJ_R-CB1oI,47,57,validate
drinking,iKWouH2g2Pg,22,32,validate
jumpstyle dancing,iKjNb7GEpMg,8,18,validate
tying bow tie,iKojijf_bNw,96,106,validate
snowmobiling,iLHx3Flfk3Q,1,11,validate
testifying,iLOF-6cUGSU,40,50,validate
skiing crosscountry,iLObEaz69us,68,78,validate
slacklining,iLR6pw3bKqw,3,13,validate
rock climbing,iLWA-B4T39E,97,107,validate
belly dancing,iLeipzCbIRY,186,196,validate
kitesurfing,iLhH6Ix7DuA,105,115,validate
spinning poi,iLhU8EMrUSk,1,11,validate
triple jump,iLheUgHrdOU,6,16,validate
slacklining,iLj4i4fTzn0,38,48,validate
scuba diving,iLokGwbdKDI,110,120,validate
faceplanting,iLpLgzIQIkQ,0,10,validate
golf chipping,iLwxkITx38E,84,94,validate
opening present,iMFRDKPZZbc,66,76,validate
jetskiing,iMPdEou1J7g,76,86,validate
trapezing,iMSgj0qwzSk,1,11,validate
texting,iMWrMZPzx4Y,79,89,validate
tapping pen,iMZM3i9Zasg,8,18,validate
jetskiing,iMb7VImlDtE,136,146,validate
peeling apples,iMbrysUvty0,3,13,validate
shaking head,iMgBF9VQW5Y,7,17,validate
shooting goal (soccer),iMkymcBJUTE,75,85,validate
cutting pineapple,iMxxZzgGKHM,27,37,validate
skiing (not slalom or crosscountry),iNK6lsmHzrA,50,60,validate
cartwheeling,iNODSD0HOoE,0,10,validate
kicking field goal,iNQAV-rBCuw,2,12,validate
juggling balls,iO6MiUbydaY,64,74,validate
making tea,iO8RYYQzNiE,216,226,validate
texting,iOCNJDV2Tsk,34,44,validate
golf chipping,iODOiyjA_04,56,66,validate
tap dancing,iO_j8IWv6hE,125,135,validate
riding camel,iOpvEMdCEL8,7,17,validate
grooming horse,iOzj8X99QUE,242,252,validate
waxing legs,iPX9pI9zhTc,4,14,validate
holding snake,iPivdliORmc,31,41,validate
brush painting,iPlWFsBxPOU,343,353,validate
curling hair,iPvlXU63iLc,10,20,validate
blowing leaves,iQgxLE6Amrs,51,61,validate
eating hotdog,iR99L0gD0cs,14,24,validate
laughing,iRYQEmvISeQ,13,23,validate
welding,iSHOCBtz4UE,418,428,validate
blowing glass,iSMdu_Fl7Ns,29,39,validate
spray painting,iSj1rr9vCrw,103,113,validate
making a sandwich,iSstKUu4Qs8,23,33,validate
side kick,iT2rFQfLClk,0,10,validate
swimming breast stroke,iT9QZlEvCps,28,38,validate
blasting sand,iTCRQG1akx0,766,776,validate
playing cards,iTGIKFsLV7Y,130,140,validate
zumba,iTS_8UDiTqQ,157,167,validate
petting animal (not cat),iTSs-4KVQVY,27,37,validate
punching bag,iTT8QewtIYM,3,13,validate
barbequing,iToscZHZlpw,11,21,validate
balloon blowing,iTtBO9jBAnY,48,58,validate
carving pumpkin,iU3ByohkPaM,0,10,validate
headbutting,iU8Ck6QV2cE,40,50,validate
clean and jerk,iUANfGZ5dCY,14,24,validate
driving tractor,iUGTODNxbxU,9,19,validate
shaking hands,iUXRKoYyN_k,111,121,validate
skiing (not slalom or crosscountry),iUcHsUEZBf0,175,185,validate
waxing eyebrows,iUti4a-Iu84,135,145,validate
dunking basketball,iV66V2rh6l4,27,37,validate
faceplanting,iVLuQ9fIW6s,2,12,validate
egg hunting,iVQ6_b-Jo0E,10,20,validate
washing hands,iVk6HlkxBpo,6,16,validate
cooking chicken,iW3x0sab7bs,615,625,validate
laying bricks,iWQmKX6fRvM,0,10,validate
punching person (boxing),iWdhlucxCow,85,95,validate
hugging,iWnj5Dpcds0,0,10,validate
playing tennis,iWvuyKZN6Bg,240,250,validate
snowkiting,iXSCHCe3WnA,152,162,validate
mowing lawn,iXSp6ojzN7A,40,50,validate
exercising with an exercise ball,iXUOr0rlg3o,25,35,validate
cooking sausages,iXxh69tqh4I,15,25,validate
hurling (sport),iXzRzHfQH1g,98,108,validate
shearing sheep,iY0bXohe-t0,0,10,validate
whistling,iY3HYoBzHrI,154,164,validate
tasting food,iYH2ZfbMy-I,142,152,validate
tying tie,iYHlztQWOA0,50,60,validate
playing guitar,iYN1pUvPy1s,12,22,validate
making tea,iYNYo6n5slE,213,223,validate
zumba,iYOYiqVL5Sc,231,241,validate
playing clarinet,iYSClo5N_fE,380,390,validate
contact juggling,iYkbH6n-YD0,225,235,validate
high jump,iZJjEkA_C_k,0,10,validate
playing flute,iZQL9NS8BxU,4,14,validate
bobsledding,iZXtwb_6GMQ,85,95,validate
punching person (boxing),iZabHOHLXyE,269,279,validate
cracking neck,i_8zpeGiNZ0,4,14,validate
snowkiting,i_HsOuzhgCo,26,36,validate
making a sandwich,i_LPL4ZJ05s,223,233,validate
grooming dog,i_yVN97Dp6g,3,13,validate
playing volleyball,ia9OOU0UE4U,126,136,validate
sharpening knives,iaQPoVg8Xtw,468,478,validate
jogging,ib0dw8th6To,634,644,validate
playing harp,ibEl4l983Pg,76,86,validate
golf putting,ibJkP8ZIKAE,20,30,validate
shuffling cards,ibQY1u7MmzA,72,82,validate
swinging on something,ibRyH1Q1bbo,66,76,validate
making a cake,ibl-qQZa2TM,81,91,validate
kitesurfing,ibxrdsR9728,17,27,validate
mopping floor,icDRrqhq8KY,31,41,validate
ice fishing,icVo5LF598I,8,18,validate
trapezing,icuP5JuyPAE,8,18,validate
parkour,icvbEW0EleM,32,42,validate
playing basketball,id66m9hwjkM,44,54,validate
playing organ,idL7wsVRe0Q,4,14,validate
training dog,idT_Iy2EmNw,53,63,validate
paragliding,idYAz6le3N0,25,35,validate
skydiving,idrAgyQR_Io,0,10,validate
hitting baseball,idueIYDAbZc,149,159,validate
applauding,ieIq7ym_UXQ,7,17,validate
ice fishing,ieIssRi8iXU,30,40,validate
ice climbing,ieMq94jSpcc,203,213,validate
salsa dancing,ieN8KAqiJl8,0,10,validate
crying,iejPmLvRvtI,498,508,validate
playing keyboard,ifAImyQaRiE,59,69,validate
welding,ifM7PvyMwQU,9,19,validate
playing ice hockey,ifW-F2koT4E,58,68,validate
playing flute,ifhl1Jydbyo,7,17,validate
high jump,ifmHO5lQq18,38,48,validate
passing American football (not in game),ifwKg8kBM5w,0,10,validate
walking the dog,ig3_0pxgoVI,86,96,validate
shaking head,igA7TJcaxqo,56,66,validate
bench pressing,igCZAMVcvsQ,2,12,validate
push up,igPW5PyFml0,148,158,validate
feeding goats,igdxTSPte6E,0,10,validate
skipping rope,igeASMnY4II,18,28,validate
parkour,igrSpbAaU0c,267,277,validate
hugging,ihHBOxbz2Lc,30,40,validate
shot put,ihOTHLgvm8s,31,41,validate
pole vault,ihOvPhJNt1M,2,12,validate
situp,ihSLXp9sUjk,8,18,validate
hitting baseball,ihWykL5mYRI,96,106,validate
driving tractor,ih_yOz2UVuw,27,37,validate
building cabinet,ihigLzVKOwM,239,249,validate
drop kicking,ihnhFHxU8yM,4,14,validate
playing trombone,iiJS7YTT5Gs,0,10,validate
grinding meat,iiOTQNezVjE,28,38,validate
tango dancing,iiQrdMwNask,1,11,validate
tying tie,iiWzd1Y9758,102,112,validate
pumping gas,iioyjKGokUA,1,11,validate
cleaning shoes,iitmlePIA_w,5,15,validate
petting cat,ij3u6P0iv1M,8,18,validate
watering plants,ijlAS3uWPXc,33,43,validate
marching,ijquFtAvPXo,448,458,validate
giving or receiving award,ik1QjvyGGEQ,3,13,validate
blowing glass,ik4BW3-SCts,1,11,validate
braiding hair,ikA-8BJZM9k,213,223,validate
drumming fingers,ikICsGR4bkY,63,73,validate
juggling soccer ball,ik_mH-CoZdQ,1,11,validate
pushing wheelchair,ikrHnEZxq-w,42,52,validate
riding unicycle,ilF0_j9uY3U,106,116,validate
vault,ildJRtNCeHo,6,16,validate
riding unicycle,ill9sZOMQtE,0,10,validate
pushing cart,imZe2O4gdCw,1,11,validate
waiting in line,imrr0pL9c7I,0,10,validate
springboard diving,inFPa4wxOwQ,13,23,validate
lunge,inUAUksXqWo,4,14,validate
strumming guitar,ioF0j5zk-oo,34,44,validate
using segway,ioNctElzaas,141,151,validate
decorating the christmas tree,ioue7a-6jn0,71,81,validate
pumping gas,iox__MbwxNg,10,20,validate
playing cymbals,ip2v_gSgd8Q,34,44,validate
playing ice hockey,ip9qfm3bpA4,141,151,validate
cooking sausages,ipJj61tAPaA,187,197,validate
hurling (sport),ipQNIHIFgsA,124,134,validate
water skiing,ipVoz3Oz7Cg,38,48,validate
canoeing or kayaking,ipshO0VZ5do,33,43,validate
making sushi,iq33IZbxrHQ,44,54,validate
playing recorder,iqJ6_V4VVUk,18,28,validate
climbing a rope,iqUz-YuearY,26,36,validate
holding snake,iqXrMJdfD6Q,5,15,validate
side kick,iqkx0rrCUCo,3,13,validate
roller skating,irC4sp62Tno,45,55,validate
dying hair,ir_8tuJNOwo,29,39,validate
plastering,ira12RvNEkM,2,12,validate
water sliding,irwj3TOv9bM,19,29,validate
playing kickball,isMWQ4Sgbu4,41,51,validate
milking cow,isO4seY1SUo,63,73,validate
washing dishes,isRxElw137M,7,17,validate
catching or throwing softball,isW9E-Zp90A,2,12,validate
playing cymbals,isgfk6SVopE,20,30,validate
archery,it-IIR-qUIg,150,160,validate
filling eyebrows,itAAfLHD4rc,212,222,validate
pumping fist,itW36HxG_xs,0,10,validate
playing saxophone,itb1211BcqI,1009,1019,validate
laying bricks,itk9RicTuVE,120,130,validate
biking through snow,itl0hKNOXW8,138,148,validate
laughing,itsRFhRty5Y,392,402,validate
lunge,ituQEYL498Y,1,11,validate
grooming dog,itvSl5F1d9g,24,34,validate
playing volleyball,itwN_80zArA,74,84,validate
clean and jerk,itzE2ju545k,4,14,validate
applauding,iuJgXPBvrWU,0,10,validate
washing hands,iut26wdZbuQ,47,57,validate
cutting watermelon,iuwQqoXes9g,92,102,validate
stretching leg,ivBJea4d8yc,4,14,validate
swinging on something,ivEx4MEvEMg,31,41,validate
eating ice cream,ivTBjENMTkY,36,46,validate
canoeing or kayaking,ive9UcpyQzc,27,37,validate
shaking hands,ivgfkFw9HLs,5,15,validate
massaging back,ivw_Ubw3vgc,96,106,validate
petting cat,iwIttka43nE,37,47,validate
dancing ballet,iwP7fuy6gGs,60,70,validate
dancing ballet,iwar0tBSUu8,72,82,validate
trimming or shaving beard,iwjzitWtBwY,3,13,validate
auctioning,iwov9HMfTjc,1795,1805,validate
passing American football (in game),ixMPVi3Zr9s,1,11,validate
bench pressing,ixQaUaFKlTU,2,12,validate
cartwheeling,iy28Zgx2bCM,36,46,validate
making bed,iy7wBC5Li28,120,130,validate
playing harmonica,iyGv338SnrQ,6,16,validate
hitting baseball,iyHDKRtcqgA,19,29,validate
planting trees,iyQCMBhvTI0,0,10,validate
pushing cart,iyVY7ChFtmk,1,11,validate
cutting nails,iz26ZgAWBE0,64,74,validate
trimming trees,iz5381HHKQo,12,22,validate
playing trumpet,iz8en2Dt7vE,17,27,validate
dribbling basketball,izuALcpMYoo,29,39,validate
drinking,izyX566EIwo,50,60,validate
pumping fist,j-3NV9T23W0,1,11,validate
bouncing on trampoline,j-5UCIIqlaY,18,28,validate
squat,j-D3ztzIHSc,0,10,validate
presenting weather forecast,j-O992hS1wo,113,123,validate
auctioning,j-uQCNW8ATw,17,27,validate
cartwheeling,j-v9WpQtvT4,1,11,validate
juggling balls,j0-SQa7igwI,188,198,validate
riding elephant,j06vowPye30,9,19,validate
running on treadmill,j07aHtuBGpM,42,52,validate
changing wheel,j0OH4BO_DgY,19,29,validate
making pizza,j0Yb1CNBvWc,21,31,validate
tap dancing,j1PL1O3VEF4,155,165,validate
building shed,j1SQ_ScxVPY,62,72,validate
hugging,j1WEtFFPVBU,130,140,validate
parasailing,j1kMjr-RkO4,8,18,validate
eating cake,j1oRoItcdHQ,58,68,validate
getting a haircut,j20uWNkCqDc,7,17,validate
waxing chest,j2Zw5pypB8c,59,69,validate
holding snake,j2iHG87wZrM,52,62,validate
dunking basketball,j3_aKBMC1Aw,8,18,validate
blowing leaves,j3c5Gt-LIoY,56,66,validate
cleaning floor,j3eBeMg2pgg,1,11,validate
reading book,j461TJNd5mY,45,55,validate
ice fishing,j4Anoe2ug8k,42,52,validate
juggling fire,j4DAHBLHLnU,192,202,validate
shot put,j4FedbSYrUc,0,10,validate
bouncing on trampoline,j4POnrecrIc,113,123,validate
ironing,j4lnxtke_Jg,31,41,validate
making snowman,j4wYoeRvdVM,37,47,validate
lunge,j53UDMQ8mxo,0,10,validate
grooming horse,j59F32qbHEg,88,98,validate
frying vegetables,j5GY4lCnFfE,261,271,validate
texting,j5HZ03HEcmU,74,84,validate
moving furniture,j5unBZQKFBQ,0,10,validate
arranging flowers,j5vGNyssdf8,664,674,validate
cutting nails,j5yApp4OBw4,5,15,validate
country line dancing,j68T6VvkJgM,19,29,validate
push up,j6K-OdS6nYM,118,128,validate
kitesurfing,j6VaRVmEwPU,28,38,validate
playing bass guitar,j6Wh4zu5z74,115,125,validate
finger snapping,j6qYhS2W1fM,1,11,validate
trapezing,j74FDIhv3yQ,8,18,validate
dancing ballet,j7DJXZFGQ9U,148,158,validate
playing harmonica,j7O0Z4e14so,77,87,validate
applying cream,j7VkvDry8NA,9,19,validate
capoeira,j7oVAD961_U,38,48,validate
swing dancing,j7yos3s5LNI,56,66,validate
clay pottery making,j80RGZR2Rzs,11,21,validate
waxing eyebrows,j8FLQv01Qd4,76,86,validate
drop kicking,j8GN0ZO-IHw,1,11,validate
tap dancing,j8IT6xN6D8g,43,53,validate
skateboarding,j8JZK60OZwA,264,274,validate
pull ups,j8_xX8q9ZV4,54,64,validate
shooting basketball,j8i_2Hz1XHA,3,13,validate
